Row,SOURCE,ID,ORDER,LAT ,LON,LATLON_Q,Elevation,Slope,Aspect,HORIZON,DEPTH2,DEPTH1,DEPTH,MINERAL_D,FF_D,TOTAL_D,BULK DENSITY_MEAS,BULK DENSITY_SHAW,BULK DENSITY,CF,CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,,,,,,,,,Canadian Order,HORIZON,,cconc_method
494,NRCS (Michaelson et al. 2013),84AK201006,"Sandy-skeletal, mixed Typic Cryorthod",55.704,-132.583,HIGH,NA,NA,NA,Bs,8,26,18,,,,0.00,1.46,1.46,37,3.07,5083,,5083,,,,,,,,,,Humo-Ferric Podzol,bf,,0
495,NRCS (Michaelson et al. 2013),84AK201006,"Sandy-skeletal, mixed Typic Cryorthod",55.704,-132.583,HIGH,NA,NA,NA,BC,26,42,16,,,,0.00,1.19,1.19,41,1.78,2000,,2000,,,,,,,,,,Humo-Ferric Podzol,BC,,0
496,NRCS (Michaelson et al. 2013),84AK201006,"Sandy-skeletal, mixed Typic Cryorthod",55.704,-132.583,HIGH,NA,NA,NA,C,42,96,54,,,,0.00,1.91,1.91,53,0.68,3296,,3296,,,,,,,,,,Humo-Ferric Podzol,C,,0
497,NRCS (Michaelson et al. 2013),98AK201001,Dysic Typic Cryohemist,55.701,-132.629,HIGH,NA,NA,NA,Oi,0,8,8,0,150,150,0.00,0.08,0.08,0,48.92,3131,98563,3131,667.8,228.03,,,,,,,,Mesisol,Of,,0
498,NRCS (Michaelson et al. 2013),98AK201001,Dysic Typic Cryohemist,55.701,-132.629,HIGH,NA,NA,NA,Oa,8,33,25,,,,0.00,0.15,0.15,0,52.64,19740,,19740,,,,,,,,,,Mesisol,Oh,,0
499,NRCS (Michaelson et al. 2013),98AK201001,Dysic Typic Cryohemist,55.701,-132.629,HIGH,NA,NA,NA,Oe1,33,63,30,,,,0.00,0.12,0.12,0,55.00,19800,,19800,,,,,,,,,,Mesisol,Om1,,0
500,NRCS (Michaelson et al. 2013),98AK201001,Dysic Typic Cryohemist,55.701,-132.629,HIGH,NA,NA,NA,Oe2,63,85,22,,,,0.00,0.12,0.12,0,54.82,14472,,14472,,,,,,,,,,Mesisol,Om2,,0
501,NRCS (Michaelson et al. 2013),98AK201001,Dysic Typic Cryohemist,55.701,-132.629,HIGH,NA,NA,NA,Oe3,85,125,40,,,,0.00,0.12,0.12,0,53.51,25685,,9632,,,,,,,,,,Mesisol,Om3,,0
502,NRCS (Michaelson et al. 2013),98AK201001,Dysic Typic Cryohemist,55.701,-132.629,HIGH,NA,NA,NA,Oe4,125,150,25,,,,0.00,0.12,0.12,0,52.45,15735,,0,,,,,,,,,,Mesisol,Om4,,0
503,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Oi,0,7,7,74,16,90,0.00,0.08,0.08,0,46.74,2617,29477,2617,294.8,71.16,,,,,,,,Humic Podzol,Of,,0
504,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Oe,7,16,9,,,,0.00,0.12,0.12,0,49.72,5370,,5370,,,,,,,,,,Humic Podzol,Om,,0
505,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,E,16,21,5,,,,0.00,0.93,0.93,9,3.87,1638,,1638,,,,,,,,,,Humic Podzol,E,,0
506,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Bhs,21,29,8,,,,0.00,0.86,0.86,0,4.93,3392,,3392,,,,,,,,,,Humic Podzol,Bhf,,0
507,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Bhs,29,47,18,,,,1.11,0.86,1.11,15,4.25,7218,,7218,,,,,,,,,,Humic Podzol,Bhf,,0
508,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Bg,47,65,18,,,,1.72,1.71,1.72,21,3.07,7509,,7509,,,,,,,,,,Humic Podzol,Bg,,0
509,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,2C,65,72,7,,,,1.44,1.74,1.44,5,1.34,1283,,1283,,,,,,,,,,Humic Podzol,2C,,0
510,NRCS (Michaelson et al. 2013),98AK201002,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,3Cd,72,90,18,,,,1.78,1.74,1.78,62,0.37,450,,450,,,,,,,,,,Humic Podzol,3Cd,,0
511,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Oe,0,7,7,75,28,103,0.00,0.12,0.12,0,50.37,4231,51450,4231,513.0,85.03,,,,,,,,Humic Podzol,Om,,0
512,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Oa1 / Oa2,7,28,21,,,,0.00,0.15,0.15,0,50.48,15901,,15901,,,,,,,,,,Humic Podzol,Oh1 / Oh2,,0
513,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,E,28,32,4,,,,0.00,0.93,0.93,4,9.17,3275,,3275,,,,,,,,,,Humic Podzol,E,,0
514,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Bhs1,32,42,10,,,,1.61,0.86,1.61,1,6.25,9962,,9962,,,,,,,,,,Humic Podzol,Bhf1,,0
515,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Bhs2,42,49,7,,,,1.54,0.86,1.54,10,4.71,4570,,4570,,,,,,,,,,Humic Podzol,Bhf2,,0
516,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Bhs3,49,76,27,,,,2.09,0.86,2.09,19,2.41,11016,,11016,,,,,,,,,,Humic Podzol,Bhf3,,0
517,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,C,76,88,12,,,,2.27,1.74,2.27,37,1.03,1768,,1768,,,,,,,,,,Humic Podzol,C,,0
518,NRCS (Michaelson et al. 2013),98AK201003,"Coarse-loamy, mixed, active Typic Cryaquod",55.701,-132.629,HIGH,NA,NA,NA,Cd,88,103,15,,,,0.00,1.74,1.74,38,0.45,728,,583,,,,,,,,,,Humic Podzol,Cd,,0
519,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,Oi,0,7,7,74,46,120,0.00,0.08,0.08,0,49.98,2799,44415,2799,428.1,107.43,,,,,,,,Humic Podzol,Of,,0
520,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,Oe1,7,22,15,,,,0.00,0.12,0.12,0,52.67,9481,,9481,,,,,,,,,,Humic Podzol,Om1,,0
521,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,Oe2,22,46,24,,,,0.00,0.12,0.12,0,49.02,14118,,14118,,,,,,,,,,Humic Podzol,Om2,,0
522,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,E,46,63,17,,,,1.43,0.93,1.43,8,1.76,3936,,3936,,,,,,,,,,Humic Podzol,E,,0
523,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,Bhs,63,73,10,,,,2.03,0.86,2.03,12,4.82,8610,,8610,,,,,,,,,,Humic Podzol,Bhf,,0
524,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,Bs,73,87,14,,,,2.08,1.17,2.08,22,1.24,2816,,2816,,,,,,,,,,Humic Podzol,bf,,0
525,NRCS (Michaelson et al. 2013),98AK201004,"Coarse-loamy, mixed, active Typic Humicryod",55.710,-132.621,HIGH,NA,NA,NA,Cd,87,120,33,,,,0.00,1.74,1.74,33,0.69,2655,,1046,,,,,,,,,,Humic Podzol,Cd,,0
526,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oi,25,15,10,100,25,125,0.00,0.08,0.08,0,36.67,2933,86187,2933,861.9,105.83,,,,,,,,Ferro-Humic Podzol,Of,,1
527,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oe,15,0,15,,,,0.00,0.12,0.12,0,40.64,7315,,7315,,,,,,,,,,Ferro-Humic Podzol,Om,,1
528,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,E,0,5,5,,,,0.00,0.93,0.93,1,5.36,2467,,2467,,,,,,,,,,Ferro-Humic Podzol,E,,0
529,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bh,5,18,13,,,,0.00,0.86,0.86,2,9.55,10462,,10462,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
530,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bs,18,40,22,,,,0.00,1.17,1.17,4,5.90,14577,,14577,,,,,,,,,,Ferro-Humic Podzol,bf,,0
531,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,BC,40,71,31,,,,0.00,1.71,1.71,3,5.24,26958,,26958,,,,,,,,,,Ferro-Humic Podzol,BC,,0
532,NRCS (Michaelson et al. 2013),82AK130125,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,C,71,100,29,,,,0.00,1.74,1.74,5,4.48,21475,,21475,,,,,,,,,,Ferro-Humic Podzol,C,,0
533,NRCS (Michaelson et al. 2013),82AK130126,Thixotropic-skeletal Typic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oi,13,8,5,100,13,113,0.00,0.08,0.08,0,36.67,1467,62916,1467,629.2,65.98,,,,,,,,Humo-Ferric Podzol,Of,,1
534,NRCS (Michaelson et al. 2013),82AK130126,Thixotropic-skeletal Typic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oe,8,0,8,,,,0.00,0.12,0.12,0,40.64,3901,,3901,,,,,,,,,,Humo-Ferric Podzol,Om,,1
535,NRCS (Michaelson et al. 2013),82AK130126,Thixotropic-skeletal Typic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bs,0,12,12,,,,0.00,1.46,1.46,9,4.28,6819,,6819,,,,,,,,,,Humo-Ferric Podzol,bf,,0
536,NRCS (Michaelson et al. 2013),82AK130126,Thixotropic-skeletal Typic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,BC,12,43,31,,,,0.00,1.19,1.19,8,4.33,14680,,14680,,,,,,,,,,Humo-Ferric Podzol,BC,,0
537,NRCS (Michaelson et al. 2013),82AK130126,Thixotropic-skeletal Typic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,C,43,100,57,,,,0.00,1.91,1.91,5,3.49,36049,,36049,,,,,,,,,,Humo-Ferric Podzol,C,,0
538,NRCS (Michaelson et al. 2013),82AK130134,Thixotropic-skeletal Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oi,28,23,5,74,28,102,0.00,0.08,0.08,0,36.67,1467,64577,1467,645.8,114.73,,,,,,,,Ferro-Humic Podzol,Of,,1
539,NRCS (Michaelson et al. 2013),82AK130134,Thixotropic-skeletal Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oe,23,0,23,,,,0.00,0.12,0.12,0,40.64,11216,,11216,,,,,,,,,,Ferro-Humic Podzol,Om,,1
540,NRCS (Michaelson et al. 2013),82AK130134,Thixotropic-skeletal Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,2,3.73,1019,,1019,,,,,,,,,,Ferro-Humic Podzol,E,,0
541,NRCS (Michaelson et al. 2013),82AK130134,Thixotropic-skeletal Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bh,3,15,12,,,,0.00,0.86,0.86,1,12.43,12695,,12695,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
542,NRCS (Michaelson et al. 2013),82AK130134,Thixotropic-skeletal Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bs,15,74,59,,,,0.00,1.17,1.17,5,5.82,38180,,38180,,,,,,,,,,Ferro-Humic Podzol,bf,,0
543,NRCS (Michaelson et al. 2013),82AK130134,Thixotropic-skeletal Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,C,74,74,0,,,,0.00,1.74,1.74,18,2.47,0,,0,,,,,,,,,,Ferro-Humic Podzol,C,,0
544,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oi,32,25,7,58,32,90,0.00,0.08,0.08,0,36.67,2053,48822,2053,488.2,136.43,,,,,,,,Ferro-Humic Podzol,Of,,1
545,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oe,25,0,25,,,,0.00,0.12,0.12,0,40.64,12192,,12192,,,,,,,,,,Ferro-Humic Podzol,Om,,1
546,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Oe,0,15,15,,,,0.00,0.12,0.12,0,35.78,6441,,6441,,,,,,,,,,Ferro-Humic Podzol,A,,0
547,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,E,15,18,3,,,,0.00,0.93,0.93,1,3.09,853,,853,,,,,,,,,,Ferro-Humic Podzol,E,,0
548,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bh,18,23,5,,,,0.00,0.86,0.86,3,9.24,3854,,3854,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
549,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,Bs,23,41,18,,,,0.00,1.17,1.17,6,5.34,10570,,10570,,,,,,,,,,Ferro-Humic Podzol,bf,,0
550,NRCS (Michaelson et al. 2013),82AK130136,Thixotropic Humic Cryorthod,55.721,-131.692,HIGH,NA,NA,NA,C,41,58,17,,,,0.00,1.74,1.74,6,4.62,12859,,12859,,,,,,,,,,Ferro-Humic Podzol,C,,0
551,NRCS (Michaelson et al. 2013),83AK130050,Thixotropic Humic Lithic Cryorthod,55.764,-133.225,HIGH,NA,NA,NA,Oi,15,11,4,36,15,51,0.00,0.08,0.08,0,50.28,1609,34333,1609,343.3,63.62,,,,,,,,Ferro-Humic Podzol,Of,,0
552,NRCS (Michaelson et al. 2013),83AK130050,Thixotropic Humic Lithic Cryorthod,55.764,-133.225,HIGH,NA,NA,NA,Oe,11,0,11,,,,0.00,0.12,0.12,0,49.23,6498,,6498,,,,,,,,,,Ferro-Humic Podzol,Om,,0
553,NRCS (Michaelson et al. 2013),83AK130050,Thixotropic Humic Lithic Cryorthod,55.764,-133.225,HIGH,NA,NA,NA,Bhs,0,15,15,,,,0.00,0.86,0.86,25,11.94,11555,,11555,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
554,NRCS (Michaelson et al. 2013),83AK130050,Thixotropic Humic Lithic Cryorthod,55.764,-133.225,HIGH,NA,NA,NA,B / C,15,36,21,,,,0.00,1.71,1.71,18,4.98,14670,,14670,,,,,,,,,,Ferro-Humic Podzol,B / C,,0
555,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,Oi,17,11,6,85,17,102,0.00,0.08,0.08,0,52.95,2542,46289,2542,462.9,71.30,,,,,,,,Humo-Ferric Podzol,Of,,0
556,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,Oa,11,0,11,,,,0.00,0.15,0.15,0,51.75,8539,,8539,,,,,,,,,,Humo-Ferric Podzol,Oh,,0
557,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,Bhs1,0,4,4,,,,0.00,1.19,1.19,46,23.00,5911,,5911,,,,,,,,,,Humo-Ferric Podzol,Bhf1,,0
558,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,Bhs2,4,12,8,,,,0.00,1.19,1.19,50,21.26,10120,,10120,,,,,,,,,,Humo-Ferric Podzol,Bhf2,,0
559,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,Bs,12,19,7,,,,0.00,1.46,1.46,55,15.89,7309,,7309,,,,,,,,,,Humo-Ferric Podzol,bf,,0
560,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,C1,19,34,15,,,,0.00,1.91,1.91,73,8.75,6767,,6767,,,,,,,,,,Humo-Ferric Podzol,C1,,0
561,NRCS (Michaelson et al. 2013),85AK130000,"Sandy-skeletal, mixed Typic Cryorthod",55.763,-133.471,HIGH,NA,NA,NA,C2,34,85,51,,,,0.00,1.91,1.91,69,1.69,5102,,5102,,,,,,,,,,Humo-Ferric Podzol,C2,,0
562,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,Oi,10,7,3,81,10,91,0.00,0.08,0.08,,36.67,880,46538,880,465.4,29.53,,,,,,,,Humo-Ferric Podzol,Of,,1
563,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,Oe,7,3,4,,,,0.00,0.12,0.12,,40.64,1951,,1951,,,,,,,,,,Humo-Ferric Podzol,Om,,1
564,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,Oa,3,0,3,,,,0.00,0.15,0.15,,36.07,1623,,1623,,,,,,,,,,Humo-Ferric Podzol,Oh,,1
565,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,E,0,5,5,,,,0.00,1.31,1.31,1,1.02,664,,664,,,,,,,,,,Humo-Ferric Podzol,E,,0
566,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,Bh,5,10,5,,,,0.00,1.19,1.19,2,5.60,3265,,3265,,,,,,,,,,Humo-Ferric Podzol,Bh,,0
567,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,Bs,10,15,5,,,,0.00,1.46,1.46,2,3.12,2231,,2231,,,,,,,,,,Humo-Ferric Podzol,bf,,0
568,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,Bs2,15,33,18,,,,0.00,1.46,1.46,,4.83,12689,,12689,,,,,,,,,,Humo-Ferric Podzol,bf2,,1
569,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,C,33,71,38,,,,0.00,1.91,1.91,,2.74,19915,,19915,,,,,,,,,,Humo-Ferric Podzol,C,,1
570,NRCS (Michaelson et al. 2013),82AK130006,Thixotropic Typic Cryorthod,55.771,-131.963,HIGH,NA,NA,NA,2C,71,81,10,,,,0.00,1.91,1.91,,1.74,3321,,3321,,,,,,,,,,Humo-Ferric Podzol,2C,,1
571,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,Oi,20,10,10,63,20,83,0.00,0.08,0.08,0,36.67,2933,22540,2933,225.4,61.92,,,,,,,,Ferro-Humic Podzol,Of,,1
572,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,Oe,10,0,10,,,,0.00,0.12,0.12,0,40.64,4877,,4877,,,,,,,,,,Ferro-Humic Podzol,Om,,1
573,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,0.93,0.93,3,2.59,700,,700,,,,,,,,,,Ferro-Humic Podzol,E,,0
574,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,Bh,3,8,5,,,,0.00,0.86,0.86,13,4.76,1781,,1781,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
575,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,Bs,8,15,7,,,,0.00,1.17,1.17,17,2.60,1765,,1765,,,,,,,,,,Ferro-Humic Podzol,bf,,0
576,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,By,15,35,20,,,,0.00,1.71,1.71,16,1.31,3772,,3772,,,,,,,,,,Ferro-Humic Podzol,By,,0
577,NRCS (Michaelson et al. 2013),82AK130133,Thixotropic-skeletal Humic Cryorthod,55.769,-132.496,HIGH,NA,NA,NA,C,35,63,28,,,,0.00,1.74,1.74,18,1.68,6712,,6712,,,,,,,,,,Ferro-Humic Podzol,C,,0
578,NRCS (Michaelson et al. 2013),82AK130004,Thixotropic-skeletal Typic Cryorthod,55.792,-133.283,HIGH,NA,NA,NA,Oe,13,0,13,84,13,97,0.00,0.12,0.12,0,40.64,6340,41801,6340,418.0,61.26,,,,,,,,Humo-Ferric Podzol,Om,,1
579,NRCS (Michaelson et al. 2013),82AK130004,Thixotropic-skeletal Typic Cryorthod,55.792,-133.283,HIGH,NA,NA,NA,Bs1,0,20,20,,,,0.00,1.46,1.46,17,3.00,7277,,7277,,,,,,,,,,Humo-Ferric Podzol,bf1,,0
580,NRCS (Michaelson et al. 2013),82AK130004,Thixotropic-skeletal Typic Cryorthod,55.792,-133.283,HIGH,NA,NA,NA,Bs2,20,43,23,,,,0.00,1.46,1.46,9,2.42,7405,,7405,,,,,,,,,,Humo-Ferric Podzol,bf2,,0
581,NRCS (Michaelson et al. 2013),82AK130004,Thixotropic-skeletal Typic Cryorthod,55.792,-133.283,HIGH,NA,NA,NA,BC,43,84,41,,,,0.00,1.19,1.19,13,4.90,20778,,20778,,,,,,,,,,Humo-Ferric Podzol,BC,,0
582,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,Oi,10,5,5,101,10,111,0.00,0.08,0.08,0,49.84,1994,79612,1994,795.0,78.58,,,,,,,,Humo-Ferric Podzol,Of,,0
583,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,Oe,5,0,5,,,,0.00,0.12,0.12,0,49.59,2975,,2975,,,,,,,,,,Humo-Ferric Podzol,Om,,0
584,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,3,17.89,6820,,6820,,,,,,,,,,Humo-Ferric Podzol,E,,0
585,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,Bh,3,9,6,,,,0.00,1.19,1.19,3,19.46,13481,,13481,,,,,,,,,,Humo-Ferric Podzol,Bh,,0
586,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,Bs,9,26,17,,,,0.00,1.46,1.46,8,8.80,20084,,20084,,,,,,,,,,Humo-Ferric Podzol,bf,,0
587,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,B / C,26,55,29,,,,0.00,1.19,1.19,12,7.50,22782,,22782,,,,,,,,,,Humo-Ferric Podzol,B / C,,0
588,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,C,55,80,25,,,,0.00,1.91,1.91,19,2.37,9149,,9149,,,,,,,,,,Humo-Ferric Podzol,C,,0
589,NRCS (Michaelson et al. 2013),83AK130049,"Coarse-loamy, mixed Cryic Fragiorthod",55.797,-133.187,HIGH,NA,NA,NA,2Cx,80,101,21,,,,0.00,1.91,1.91,34,0.88,2326,,2215,,,,,,,,,,Humo-Ferric Podzol,2Cx,,0
590,NRCS (Michaelson et al. 2013),84AK201007,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.433,HIGH,NA,NA,NA,Oe,10,0,10,100,10,110,0.00,0.12,0.12,0,41.88,5026,56710,5026,567.1,60.75,,,,,,,,Ferro-Humic Podzol,Om,,0
591,NRCS (Michaelson et al. 2013),84AK201007,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.433,HIGH,NA,NA,NA,E,0,1,1,,,,0.00,0.93,0.93,2,4.12,375,,375,,,,,,,,,,Ferro-Humic Podzol,E,,0
592,NRCS (Michaelson et al. 2013),84AK201007,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.433,HIGH,NA,NA,NA,Bhs1,1,5,4,,,,0.00,0.86,0.86,5,9.45,3088,,3088,,,,,,,,,,Ferro-Humic Podzol,Bhf1,,0
593,NRCS (Michaelson et al. 2013),84AK201007,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.433,HIGH,NA,NA,NA,Bhs2,5,20,15,,,,0.00,0.86,0.86,15,4.61,5055,,5055,,,,,,,,,,Ferro-Humic Podzol,Bhf2,,0
594,NRCS (Michaelson et al. 2013),84AK201007,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.433,HIGH,NA,NA,NA,Bs,20,43,23,,,,0.00,1.17,1.17,8,3.54,8764,,8764,,,,,,,,,,Ferro-Humic Podzol,bf,,0
595,NRCS (Michaelson et al. 2013),84AK201007,"Coarse-loamy, mixed Humic Cryorthod",55.786,-133.433,HIGH,NA,NA,NA,C,43,100,57,,,,0.00,1.74,1.74,18,4.23,34402,,34402,,,,,,,,,,Ferro-Humic Podzol,C,,0
